segment_path,emotion,actor,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,segment_i
data/processed/segments/03-01-02-02-02-01-01_seg1.wav,calm,1,-132.49315,96.32683,4.383216,15.519945,3.2526336,0.50632435,-16.893566,-12.894622,-17.87406,2.3508964,-1.491503,-0.5168695,-10.786499,4.565613,-11.178433,-6.32697,-6.8444114,0.47353545,-15.359052,-1.6974417,-3.3311255,-10.750551,-1.5400091,-5.6060777,-6.194698,-1.7355863,-7.587136,-2.8054504,-9.691853,-1.5702091,-10.442991,-4.25475,-3.537833,-2.9973278,-11.656812,-5.3603396,-10.218633,-1.8981452,-7.597606,-4.1198883,0
data/processed/segments/03-01-02-02-02-02-01_seg1.wav,calm,1,-140.83365,95.874886,-0.56067795,25.285473,1.0325761,-0.056710366,-19.88417,-16.91679,-17.025185,5.7253566,-3.725144,0.6587884,-13.364019,3.1166248,-9.773667,-8.216327,-5.577338,0.73940796,-16.29852,-3.8231382,-3.9669476,-9.269407,-1.9226098,-6.3091974,-6.1103797,-1.5166769,-7.163046,-5.0541067,-10.0823,-4.324531,-9.205479,-5.638034,-3.17538,-4.4386973,-11.400239,-6.9775133,-9.885534,-2.369348,-7.9321795,-2.9068317,0
data/processed/segments/03-01-03-01-01-01-01_seg1.wav,happy,1,-125.1787,108.52491,-12.750311,27.833645,-9.352283,-11.169151,-17.079008,-24.661098,-18.25058,-2.845408,-20.700678,4.673813,-19.866343,3.2644591,-10.380298,-14.984949,-5.4207335,-6.165254,-14.593673,-1.5905954,-7.1331077,-12.005621,-3.6309087,-9.794305,-7.173343,-3.2442095,-7.7642975,-1.6416243,-9.5533,-2.9594123,-11.904547,-5.674415,-8.13451,-3.1397643,-5.650183,-1.7232586,-1.8474406,3.4925616,3.2453046,2.6768372,0
data/processed/segments/03-01-03-01-01-02-01_seg1.wav,happy,1,-183.56258,100.756096,-14.095285,30.26416,-0.9895309,-12.585619,-14.373536,-26.039557,-14.0871,2.7289078,-17.657833,8.632251,-17.35453,3.5211806,-7.6983953,-14.988659,-1.7076043,-1.9293679,-14.780079,-1.746308,-9.632032,-11.848038,-0.7951407,-6.685142,-5.124309,-4.9955945,-6.997354,-1.4475844,-9.275486,-3.1648521,-7.6201906,-4.531092,-3.6247528,-2.1861677,-6.2290273,-2.8518484,-0.26244444,3.4933631,1.8513428,0.25097305,0
data/processed/segments/03-01-03-01-02-01-01_seg1.wav,happy,1,-127.816376,107.006424,-0.7321495,22.435137,-10.5040655,-8.199682,-17.843481,-28.099249,-22.602718,4.830381,-16.477804,4.4340816,-15.829878,4.4226103,-10.186078,-12.847765,-1.7756234,-7.0465345,-12.39902,-5.3985972,-6.5166287,-11.157693,-2.7858112,-6.6196284,-7.6471305,-0.7376763,-7.8394756,-1.0482383,-9.158312,-3.077517,-10.779751,-5.1745205,-7.3543186,-1.6486287,-8.083426,-5.494699,-7.7689333,-2.7705574,-2.7176473,0.18843144,0
data/processed/segments/03-01-03-01-02-02-01_seg1.wav,happy,1,-111.86907,88.35189,-1.7624023,25.896255,-9.9771385,-4.3733006,-16.902098,-28.46188,-21.70603,0.49028033,-14.014604,4.1289196,-16.613874,3.2959273,-12.598912,-13.484138,-3.4726212,-7.032086,-13.437136,-5.1286917,-5.914123,-12.081484,-2.728534,-7.620752,-9.713691,-2.9121263,-8.847297,-1.9619212,-9.284664,-3.2241166,-10.82239,-4.805576,-6.48219,-3.0895312,-10.599285,-5.178147,-7.219152,-4.2957644,-5.6662865,-5.334153,0
data/processed/segments/03-01-03-02-01-01-01_seg1.wav,happy,1,-158.70068,84.926704,-18.76642,5.7485843,-12.4081545,-17.353964,-33.32932,-18.157244,-31.258026,-1.5399992,-19.453896,-0.47028187,-18.804039,-6.796361,-12.934781,-15.568692,-6.844104,-11.28079,-14.007189,-5.5507774,-11.391955,-10.608611,-6.709694,-4.2942133,0.38311878,8.256086,0.8297851,-0.7122938,-6.4406023,1.4019936,2.2324717,9.787931,11.291741,5.885662,-2.048752,-1.6930726,-0.427395,4.611464,0.2973934,2.4311953,0
data/processed/segments/03-01-03-02-01-02-01_seg1.wav,happy,1,-173.6683,86.63909,-28.225592,10.316698,-10.238007,-20.278473,-24.836754,-27.220255,-35.22638,4.0294027,-24.137306,0.48186442,-17.335943,-10.204984,-8.660362,-20.145908,-8.16574,-10.603902,-16.974289,-8.242704,-9.661068,-11.436288,-2.2538059,-2.806885,-9.040142,3.5025666,-9.549693,-1.0414444,0.117035635,5.921556,2.1052747,5.5943823,9.160126,13.345499,8.102831,3.0224571,-3.8645449,-0.07241154,0.6128815,3.7365918,0
data/processed/segments/03-01-03-02-02-01-01_seg1.wav,happy,1,-119.796936,69.54781,-18.61889,10.329035,-11.622662,-17.279991,-22.577677,-31.626968,-26.085064,3.2251244,-24.763535,5.029217,-20.235407,-4.5283947,-10.361294,-17.906197,-4.05171,-9.03298,-15.820388,-6.17433,-10.654791,-12.522128,-7.800699,-10.148361,-11.130475,-5.586807,-8.746838,1.9112537,-2.5006852,6.903513,1.6116153,5.588718,3.6473472,8.767214,2.411173,6.7130775,1.6662863,5.3691707,0.72289395,4.2439766,0
data/processed/segments/03-01-03-02-02-02-01_seg1.wav,happy,1,-141.44711,74.04506,-22.019669,6.0998015,-13.224956,-15.379593,-24.994017,-30.855556,-27.536322,-0.35803398,-19.56171,4.2339873,-16.807941,-8.340177,-8.852275,-17.205032,-7.251275,-3.711262,-16.644218,-5.532362,-9.328131,-14.044361,-5.734936,-6.5440083,-11.147781,-2.7604406,-10.245021,-2.867896,-7.503146,-0.86880934,1.8113644,5.1666665,5.646451,6.1787887,2.1423066,6.1801367,4.9913816,9.262688,3.9452517,3.3335316,0
data/processed/segments/03-01-04-01-01-01-01_seg1.wav,sad,1,-185.03648,105.790085,-10.582515,32.965275,-2.9838185,-4.440224,-15.945289,-24.948914,-13.575386,-7.193207,-6.365089,-0.91892165,-17.450718,0.9624983,-9.597602,-10.156412,-11.7863035,-0.4295698,-16.294706,-5.256475,-7.292935,-11.191518,-4.639051,-7.3374534,-8.897836,-1.8705902,-7.830452,-2.7956405,-7.205152,-3.3073008,-8.403991,-7.5942197,-7.394195,-3.014447,-8.876077,-5.9099555,-10.731537,-4.535247,-5.0047097,-0.36437508,0
data/processed/segments/03-01-04-01-01-02-01_seg1.wav,sad,1,-166.36719,109.72305,-11.896858,37.19757,-5.951604,-2.2941012,-14.352956,-23.583637,-19.069277,-3.63598,-7.2609644,-1.8122213,-12.50972,1.6561664,-8.425208,-8.316088,-7.4962296,1.5836756,-17.789589,-4.7901254,-4.9543147,-10.597056,-2.850665,-6.596676,-8.220636,-4.3292203,-6.380509,-0.768398,-7.149721,-2.0967104,-5.7145505,-5.072795,-2.3374503,-3.788357,-7.879145,-5.596492,-9.989027,-2.8217669,-6.108766,-3.555209,0
data/processed/segments/03-01-04-01-02-01-01_seg1.wav,sad,1,-150.01729,112.71595,-11.2040415,36.873207,-5.383117,-3.9577148,-17.007622,-28.545702,-18.195633,-1.3955085,-6.654433,-1.1908257,-12.200355,-2.270639,-5.2967367,-16.577707,-7.662028,2.2769067,-17.536362,-5.316483,-7.8647223,-10.928849,-2.43994,-4.9613786,-5.1949925,-4.225949,-5.573664,-1.3498657,-11.789024,-1.9708604,-7.85219,-4.880112,-4.0231075,-1.7418203,-11.115011,-7.4937844,-8.914121,-0.7879029,-8.0028305,-3.966723,0
data/processed/segments/03-01-04-01-02-02-01_seg1.wav,sad,1,-149.87321,105.40997,-4.7405214,40.2392,-7.211137,2.2837787,-13.779667,-30.15445,-19.24508,-6.4995694,-10.462592,1.2237266,-15.944676,0.48070213,-2.5517662,-11.281233,-7.9879613,2.6440027,-17.7969,-6.5493455,-5.64103,-8.582491,-2.9758677,-5.5884094,-11.393091,-4.4368377,-4.579834,-1.1925638,-6.9609294,-2.187089,-9.0769825,-6.7396293,-5.7327895,-2.502253,-7.117621,-5.1663604,-10.976625,-2.9071279,-5.697516,-0.7831949,0
data/processed/segments/03-01-04-02-01-01-01_seg1.wav,sad,1,-162.99548,106.685814,-5.468386,35.304787,-6.7133985,-5.5407248,-17.667011,-26.115726,-12.490033,-6.0611906,-10.971998,-0.7733191,-17.511158,1.0926764,-8.800783,-10.473474,-9.640273,-1.7696558,-13.242265,-4.36432,-7.7206564,-12.299088,-3.5138907,-6.591594,-5.567532,-1.0333407,-5.6297812,-3.8372383,-6.7147207,-5.07696,-8.167544,-6.5209208,-5.135543,-4.8344445,-8.491652,-5.789692,-10.357274,-2.3800824,-7.404162,-3.1169536,0
data/processed/segments/03-01-04-02-01-02-01_seg1.wav,sad,1,-190.1833,95.8847,-11.142573,23.607239,-4.319815,-15.743696,-19.713425,-31.15148,-21.660864,-0.8047818,-21.040771,5.1980686,-22.388723,-1.5202113,-10.80409,-18.571579,-2.9403973,-4.9588118,-16.159197,-6.2135835,-15.843006,-9.680521,-8.647608,-5.090302,-11.464103,-3.394553,-7.0523567,-3.4466672,-9.714952,-4.486711,-7.368251,-3.5772738,0.8924059,-0.6952908,-8.523683,-4.2744384,-6.0491424,2.2172909,2.912842,5.2165675,0
data/processed/segments/03-01-04-02-02-01-01_seg1.wav,sad,1,-157.42673,90.73993,-13.299507,29.06296,-7.091613,-13.346456,-19.152458,-38.396713,-23.186092,-2.0413213,-18.974539,3.891514,-19.074661,0.56551963,-7.0078197,-14.516793,-8.035797,-4.4130125,-16.636614,-9.415363,-5.069769,-15.037816,-6.2553225,-7.6204348,-11.361408,-3.2343247,-8.717358,-3.9026353,-8.753905,-5.5919423,-8.861229,-6.5268064,-5.329282,0.8186309,-2.9390454,1.2695031,-2.1156182,1.1825875,-2.1057734,-1.2268735,0
data/processed/segments/03-01-04-02-02-02-01_seg1.wav,sad,1,-120.651474,82.7527,-10.051071,24.219452,-9.532091,-12.465087,-22.766119,-33.972378,-20.319004,-0.6658017,-16.86147,3.5428944,-20.145908,1.9204495,-8.732652,-14.998679,-6.7860646,-4.998349,-15.9265375,-5.4851,-6.311507,-13.599432,-3.332072,-7.8539953,-7.0333858,-3.3576503,-8.176633,-2.3496258,-8.998332,-4.4961066,-9.466148,-3.920901,-5.1238623,-1.0147399,-8.47668,-2.985794,-6.356998,2.6017315,0.502729,3.7788792,0
data/processed/segments/03-01-05-01-01-01-01_seg1.wav,angry,1,-164.05898,69.92792,-3.7469482,18.809635,-14.081761,-8.589757,-4.4572,-18.291262,-22.175152,1.3520775,-14.160697,2.273111,-16.759989,-0.43787834,-12.573669,-7.4375076,-7.7308183,-6.7458963,-11.36058,-5.159757,-9.222787,-8.156867,-5.7527127,-6.2376037,-6.312874,3.774575,-7.3198404,4.3340425,-3.2481449,0.06439679,-7.5084815,-0.2948232,-3.462695,1.8210288,-6.6572104,-3.6808639,-6.2288814,-0.32063723,4.2512765,7.374166,0
data/processed/segments/03-01-05-01-01-02-01_seg1.wav,angry,1,-122.08042,61.058697,-6.992972,13.536913,-18.642784,-7.408929,-18.579607,-21.632494,-23.306515,-6.545946,-17.06725,-1.9026849,-17.018745,-1.9049828,-17.341953,-9.139828,-9.621373,-9.820719,-9.698269,-4.811974,-4.138086,-2.9928555,-3.371566,-1.7798545,-6.0106483,0.06466584,-9.016478,0.6540553,-7.309398,-0.98252743,-7.251121,0.5862439,0.16307622,5.011976,1.0400485,2.1951635,-1.9655935,4.321481,4.809294,5.0580077,0
data/processed/segments/03-01-05-01-02-01-01_seg1.wav,angry,1,-127.4219,78.50827,-0.5553544,20.356173,-13.731265,-9.049136,-16.728819,-27.836304,-22.98274,-6.179899,-14.142573,-0.22171773,-18.875458,3.0204108,-13.633071,-13.163653,-4.279427,-8.690941,-16.261488,-4.3731914,-9.444629,-10.99779,-6.5274963,-7.617306,-10.109176,-1.0518658,-9.225699,1.5786929,-5.692434,0.8377641,-4.929766,-0.745728,-2.121853,0.624889,-5.2868743,-0.57266307,-6.035919,0.66046876,-0.41358265,2.5865433,0
data/processed/segments/03-01-05-01-02-02-01_seg1.wav,angry,1,-152.42894,71.429115,-7.7052407,16.251043,-15.451529,-8.4199505,-13.565016,-29.865114,-24.69191,-3.582103,-17.216812,3.7180192,-20.916119,1.0734184,-12.259507,-14.064184,-1.9639406,-10.236592,-15.38758,-1.2082299,-10.482557,-8.733933,-6.7501087,-8.750598,-11.006396,-2.95969,-7.4387946,2.6981964,-4.891089,3.35571,-7.1984873,-0.5311726,-1.4979413,0.7773197,-1.3236202,-1.8728203,-5.6654167,-2.4128556,-1.4912839,4.4080224,0
data/processed/segments/03-01-05-02-01-01-01_seg1.wav,angry,1,-130.2068,29.834227,-35.540035,-8.654988,-29.743101,-13.644159,-29.80204,-19.200176,-25.54619,-8.85425,-15.378463,-8.622631,-18.911451,-3.3776448,-15.060776,-1.4681153,5.4092917,8.567898,7.7060666,11.827354,8.011876,1.8495365,-0.095242605,-0.9175563,-4.784261,8.341318,-4.2271743,0.42140013,-5.487229,5.045924,-1.8294121,-1.7404872,1.3610445,5.325839,-3.4829772,-1.6521732,-3.017753,3.7937038,-0.7535329,3.017346,0
data/processed/segments/03-01-05-02-01-02-01_seg1.wav,angry,1,-152.03706,39.885937,-23.670355,0.021003524,-23.192081,-14.679469,-12.647104,-19.06492,-25.97639,-6.902349,-21.1601,-2.9443893,-15.807611,-5.5587893,-19.58499,-18.829216,-11.016521,-13.39644,-13.325954,-2.2747803,-2.9166334,8.639836,13.696085,8.452495,3.3540146,4.152252,-3.141845,10.95233,2.6508112,3.6907666,-3.7080314,0.39888486,2.1800954,4.133801,-4.179567,-2.2563477,-1.1173406,3.4094884,-1.7580562,-1.86896,0
data/processed/segments/03-01-05-02-02-01-01_seg1.wav,angry,1,-149.00189,33.638706,-17.603745,2.4541478,-23.485043,-13.2636795,-12.484751,-19.79772,-24.278637,-1.3472182,-17.929153,1.7450535,-17.160923,-4.6262794,-14.646294,-10.257538,-4.426979,-7.337305,-5.402892,0.5888599,-3.3022594,1.5811831,2.8190103,4.8348665,-2.938292,3.819168,-1.0263749,5.2510543,-1.750101,1.8843749,-0.91276306,4.483885,1.845714,6.272067,2.5284798,4.4791627,-0.36216658,0.6482651,1.7911026,2.302744,0
data/processed/segments/03-01-05-02-02-02-01_seg1.wav,angry,1,-111.61588,23.181898,-36.68224,-10.219917,-23.814796,-22.874538,-29.65327,-21.363993,-28.102192,-0.19953287,-20.844706,-6.4751124,-12.795442,-2.3782582,-9.338266,-1.6772434,9.425778,7.921319,0.0014598949,6.341768,1.4519025,4.996907,0.18853061,-3.9040399,-8.406965,1.2774229,-3.5879018,-0.19185004,-7.2010283,1.7264255,-2.2231736,2.1900413,-0.0990226,4.498508,-0.82743144,-2.21622,-6.2579,1.9856048,0.5886122,3.3309114,0
data/processed/segments/03-01-06-01-01-01-01_seg1.wav,fearful,1,-155.44862,95.905334,-10.366891,26.970173,-3.6764438,-9.877172,-15.882384,-30.546446,-12.515031,-8.466301,-9.925035,4.92127,-20.871845,6.317982,-7.233057,-13.188136,-5.165529,-3.9068584,-15.011932,-2.85226,-8.665712,-9.162919,-2.6232407,-6.1746383,-5.395876,-3.6029356,-9.196132,-0.39126626,-8.887659,-3.175901,-6.305586,-5.911244,-4.7201276,0.49528173,-4.7807984,2.8053727,-1.295783,4.8358874,2.754292,2.8486757,0
data/processed/segments/03-01-06-01-01-02-01_seg1.wav,fearful,1,-108.31857,93.84681,-18.882933,21.90213,-7.9136662,-14.845984,-25.465689,-36.011074,-19.947721,-6.2454987,-16.775536,2.5854158,-21.856144,4.1025662,-8.277855,-16.253796,-8.106792,-7.858672,-15.378102,-2.9630678,-11.131954,-12.237115,-5.8724008,-8.152773,-9.686226,-2.793798,-10.313068,-5.5774508,-8.23947,-2.358931,-0.88308424,2.247889,1.4761589,5.828318,-2.7815437,0.07581023,-0.5082244,3.7276523,7.7975583,8.718296,0
data/processed/segments/03-01-06-01-02-01-01_seg1.wav,fearful,1,-118.303246,93.66455,-4.018826,29.869879,0.50533795,-5.525252,-18.818533,-24.747862,-12.394517,-1.3162789,-8.034069,2.546574,-15.857305,3.126455,-5.887119,-10.525564,-5.1495166,4.937168,-15.172144,-5.5580177,-6.2005453,-10.831409,-5.279338,-5.4956594,-8.009122,-1.1436497,-7.4082313,-0.6982947,-6.788756,-3.7157538,-7.992545,-5.4827976,-5.404896,-0.11703901,-8.469347,-4.91145,-8.434005,-3.3623972,-5.4864697,-3.2776868,0
data/processed/segments/03-01-06-01-02-02-01_seg1.wav,fearful,1,-125.51299,85.23399,-11.0286,29.197826,-3.6697466,-4.1619697,-20.164938,-25.794361,-13.672607,-4.3207493,-7.446244,-1.9016858,-13.601957,1.4928087,-7.883854,-8.682801,-9.392497,5.0272655,-16.444395,-2.6029148,-7.687218,-8.799265,-4.4017234,-8.114482,-8.7409115,-3.2487757,-7.785055,-1.9887568,-6.136793,-5.5463142,-9.037567,-6.320288,-5.4449363,-2.353906,-10.018081,-5.3013554,-11.306956,-1.8540105,-4.7672873,-2.2794244,0
data/processed/segments/03-01-06-02-01-01-01_seg1.wav,fearful,1,-214.77205,41.66974,-14.801154,9.360303,-4.7524633,-4.9530745,-14.270073,-16.847813,-15.097608,1.8834738,-11.069855,1.1071216,-12.379537,1.8083577,0.01658563,-9.338293,-8.63011,-1.5465244,-13.258509,-0.9449883,-2.3702424,-0.8788707,1.7308632,6.547317,-0.3753061,9.202614,-0.65259856,8.8242655,4.8742642,6.155692,1.5435554,0.36363342,0.9092694,6.712314,0.354231,3.106138,-0.38103366,2.7068014,1.011375,5.0910044,0
data/processed/segments/03-01-06-02-01-02-01_seg1.wav,fearful,1,-208.7262,55.88306,-30.412985,-0.115832895,-5.2785096,-12.349381,-25.537828,-26.343964,-24.102768,-7.23883,-20.611475,-6.6621733,-17.523888,-2.408135,-6.9477463,-18.63684,-8.773321,-4.5310526,-14.261856,-5.4990807,2.5560155,6.3609695,12.264496,13.930132,4.4161935,9.833861,4.1468434,16.138136,6.2644205,3.240188,-2.693578,-0.19691418,3.4785783,5.7182255,-4.2394295,-3.0527256,-2.5479064,1.7676296,-6.525637,-1.5973674,0
data/processed/segments/03-01-06-02-02-01-01_seg1.wav,fearful,1,-146.12952,35.85535,-33.462734,-4.9749117,-23.95459,-17.936583,-29.84851,-27.458368,-29.647516,-7.519613,-21.362923,-8.128387,-18.186222,-5.8576875,-10.724592,-18.076122,-6.637829,-2.092642,-8.980615,-3.3426795,5.204458,7.4102554,18.587555,22.681429,8.4744835,8.914226,-4.7089186,2.724825,2.2751997,8.924921,-4.7070737,-2.0025811,0.57796353,5.718898,-3.3105063,-1.8475825,-7.4940157,0.9386224,-1.9032602,0.91490346,0
data/processed/segments/03-01-06-02-02-02-01_seg1.wav,fearful,1,-161.49973,48.79546,-29.363173,-0.8151647,-14.463617,-14.706784,-26.526066,-22.331167,-33.271286,1.9490362,-19.613125,-9.375124,-22.225098,-6.9342065,-10.978378,-19.97726,-7.577015,-8.017737,-17.161951,-5.0163627,-0.8316469,1.8949789,6.833328,14.373082,5.893832,15.183751,3.0480764,9.44047,1.4283845,5.256494,-1.0166465,3.2008405,2.99293,1.6949803,-4.617927,0.026480198,-0.28194156,2.825025,-2.895495,-0.50948155,0
data/processed/segments/03-01-07-01-01-01-01_seg1.wav,disgust,1,-144.4315,89.61497,0.3907295,17.632963,-1.329164,-10.045826,-14.637302,-23.019726,-17.509628,0.34982806,-18.252731,-1.7568297,-18.86659,2.342318,-16.0922,-10.257554,-10.551899,-7.355903,-16.087683,-0.77020967,-11.490194,-6.5886908,-6.2922196,-6.617425,-6.626667,-2.6838586,-4.36868,0.100430004,-1.5011541,0.5139472,-4.338001,-2.0612082,-4.4806128,-1.258487,-5.2713785,-2.2700727,-6.222019,-0.9865038,-1.641737,-1.2633218,0
data/processed/segments/03-01-07-01-01-02-01_seg1.wav,disgust,1,-167.86282,81.15469,-0.109377325,6.85346,1.4813739,-11.569565,-15.42787,-21.626871,-17.0802,1.8523238,-14.867757,-4.1659446,-13.26665,0.3572497,-12.805761,-8.747838,-5.9455266,-2.6500463,-12.075829,-1.0405606,-11.494686,-5.7532296,-5.082587,-7.315556,-5.799938,0.33863318,-2.7604299,0.98078555,-2.3372126,0.07086945,-6.528314,1.4432724,-0.26162496,2.232833,-1.803225,-0.7979619,-3.851253,5.6435466,3.2191286,7.481382,0
data/processed/segments/03-01-07-01-02-01-01_seg1.wav,disgust,1,-150.60757,89.87798,5.1151214,22.79296,-4.9774,2.1086662,-27.682741,-16.379316,-11.581488,-4.424577,-11.441233,-0.89585036,-14.333128,4.0776362,-10.942298,-8.556684,-4.8640985,-3.4684885,-16.378998,-1.9191025,-7.7713704,-8.420661,-7.7930245,-5.635245,-8.363471,-3.114218,-6.392587,-4.4335947,-6.8827925,-5.2591248,-8.026856,-5.99799,-4.967505,-3.6463015,-11.097672,-5.836601,-11.592001,-4.639509,-5.573202,-3.360346,0
